tank,treatment,family,length,weight,condition_factor
I,f.control,L,16.7,46.9,1.00699
I,f.control,I,16.9,47.5,0.98409
I,f.control,E,13,21.9,0.99681
I,f.control,I,16,41.2,1.00586
I,f.control,D,15.6,39.4,1.03782
I,f.control,I,16.1,44.7,1.0711
I,f.control,E,15.5,37.5,1.00702
I,f.control,F,14.2,31.3,1.09315
I,f.control,I,15.9,42.3,1.05232
I,f.control,K,15.7,39.3,1.01553
I,f.control,F,14.4,31.8,1.06498
I,f.control,A,11.7,17.2,1.07392
I,f.control,G,16.7,46.5,0.9984
I,f.control,L,17.9,55.4,0.96594
I,f.control,D,16.4,43.8,0.99298
I,f.control,F,15.6,44.4,1.16952
I,f.control,K,15.3,38.8,1.08332
I,f.control,F,13.6,28.1,1.11709
I,f.control,N,17.3,52.1,1.00623
I,f.control,L,16.3,42.5,0.98135
I,f.control,K,16,42.1,1.02783
I,f.control,O,16.6,46.7,1.02092
I,f.control,M,15.7,39.6,1.02328
I,f.control,H,15.9,43.4,1.07969
I,f.control,N,14.6,33.4,1.07322
I,f.control,G,15.3,38.3,1.06936
I,f.control,H,15.2,35.9,1.02227
I,f.control,K,17,52.1,1.06045
I,f.control,D,12.9,20.3,0.94564
I,f.control,K,18.7,70.8,1.0827
I,f.control,I,18,60,1.02881
I,f.control,F,14.5,34.8,1.1415
I,f.control,P,16.4,45.9,1.04059
I,f.control,J,14.8,33.9,1.04572
I,f.control,M,16.4,45.1,1.02246
I,f.control,H,16.3,44.7,1.03215
I,f.control,K,14,29.5,1.07507
I,f.control,G,16.6,45.3,0.99032
I,f.control,K,17,49.8,1.01364
I,f.control,C,16.4,48.1,1.09047
I,f.control,J,15.9,42.1,1.04735
I,f.control,C,14.2,34.1,1.19094
I,f.control,K,17,49.1,0.99939
I,f.control,C,15.5,37.8,1.01507
I,f.control,O,16.9,50,1.03588
I,f.control,M,16.3,42.5,0.98135
I,f.control,N,15.7,39.1,1.01036
I,f.control,D,15.1,34.6,1.00495
I,f.control,A,14.9,33.3,1.00667
I,f.control,P,14.7,32.9,1.03572
I,f.control,L,14.2,28.2,0.98488
I,f.control,K,16.5,47.2,1.05073
I,f.control,L,11.8,16.2,0.98598
I,f.control,H,16.1,46.5,1.11423
I,f.control,O,16.8,50.4,1.06293
I,f.control,D,15.4,35.5,0.972
I,f.control,J,15.4,39.8,1.08974
I,f.control,I,17.4,57.7,1.09529
I,f.control,D,15.6,36.8,0.96934
I,f.control,I,13.6,37.9,1.50669
I,f.control,D,12.5,19,0.9728
I,f.control,A,16.4,43,0.97485
I,f.control,L,18.8,68.1,1.02488
I,f.control,A,16.5,43.5,0.96836
I,f.control,F,16.3,46,1.06217
I,f.control,N,16.6,45,0.98376
I,f.control,A,14.6,31.6,1.01538
I,f.control,N,15.3,37,1.03306
I,f.control,N,16.5,45,1.00175
I,f.control,G,15.6,36.8,0.96934
I,f.control,L,14.3,31.4,1.0738
I,f.control,H,16.7,56.7,1.2174
I,f.control,O,14.1,29.4,1.04879
I,f.control,P,17.5,55.1,1.0281
I,f.control,J,14.8,32.9,1.01487
I,f.control,P,14.5,31.7,1.03981
I,f.control,E,15.2,35.5,1.01088
I,f.control,C,12.1,18.5,1.04428
I,f.control,P,15.6,38.1,1.00358
I,f.control,E,13.8,27.3,1.03878
I,f.control,G,16.2,39.8,0.93613
I,f.control,H,17.6,55.6,1.01985
I,f.control,N,17,51.7,1.05231
I,f.control,H,16.4,48.1,1.09047
I,f.control,C,15.8,42,1.06482
I,f.control,E,13.5,26.5,1.07707
I,f.control,I,8.5,6.6,1.0747
I,f.control,L,15,32.4,0.96
I,f.control,E,14.5,30,0.98405
I,f.control,N,15.8,39.9,1.01158
I,f.control,K,17.4,56.1,1.06492
I,f.control,H,17.1,56,1.11995
I,f.control,L,14,27.6,1.00583
I,f.control,O,17,51.2,1.04213
I,f.control,K,14.5,32.4,1.06277
I,f.control,I,16.1,44.6,1.0687
I,f.control,K,16.9,51.2,1.06074
I,f.control,D,14.8,30.2,0.93158
I,f.control,E,14,27.4,0.99854
I,f.control,O,15.4,38,1.04045
I,f.control,D,15,35,1.03704
I,f.control,O,14.5,31.4,1.02997
I,f.control,L,16,38.3,0.93506
I,f.control,M,16.6,44.3,0.96846
I,f.control,L,17,50.8,1.03399
I,f.control,N,15.9,39.7,0.98764
I,f.control,L,15.4,36.4,0.99664
I,f.control,C,16.3,47,1.08526
I,f.control,E,13.9,46.9,1.74634
I,f.control,E,16,40.5,0.98877
I,f.control,N,16.6,44.2,0.96627
I,f.control,F,13.3,24.9,1.05839
I,f.control,N,15.9,42,1.04486
I,f.control,E,15.9,40.9,1.01749
I,f.control,H,15.3,38.7,1.08053
I,f.control,C,15,35.9,1.0637
I,f.control,L,17.5,50,0.93294
I,f.control,J,16,44.7,1.09131
I,f.control,L,13.3,24.8,1.05414
I,f.control,I,16.2,42.5,0.99964
I,f.control,D,14.4,33.2,1.11186
I,f.control,I,15,34.1,1.01037
I,f.control,H,15.5,40.8,1.09563
I,f.control,D,15.6,39.1,1.02992
I,f.control,N,13.9,25.9,0.9644
I,f.control,L,17.4,53.6,1.01746
I,f.control,K,16,40,0.97656
I,f.control,L,17.7,55.1,0.99365
I,f.control,D,15.7,40.1,1.0362
I,f.control,O,16.5,46.5,1.03514
I,f.control,O,15.8,42.7,1.08257
I,f.control,L,15.8,41.6,1.05468
I,f.control,K,18.4,67.1,1.07713
I,f.control,J,15,36.2,1.07259
I,f.control,D,15,33,0.97778
I,f.control,G,14.7,32.2,1.01369
I,f.control,O,15.5,39.9,1.07146
I,f.control,K,15.9,41.7,1.0374
I,f.control,H,16,44.1,1.07666
I,f.control,P,15.5,36.2,0.97211
I,f.control,H,15.1,32.3,0.93815
I,f.control,H,17.3,57,1.10087
I,f.control,E,14.1,30.1,1.07376
I,f.control,F,15.5,38.4,1.03118
I,f.control,O,15.5,39.5,1.06072
I,f.control,M,16.2,41.8,0.98318
I,f.control,O,12.4,23.9,1.25352
I,f.control,P,15.8,41.1,1.04201
I,f.control,I,16,41.7,1.01807
I,f.control,P,15,38.7,1.14667
I,f.control,C,13.6,27.6,1.09722
I,f.control,G,18,61.2,1.04938
I,f.control,C,15.9,41.2,1.02496
I,f.control,O,16.8,42.2,0.88999
I,f.control,P,15.7,40.9,1.05688
I,f.control,M,16.4,47.7,1.0814
I,f.control,N,15.9,37.8,0.94037
I,f.control,P,11.4,16,1.07995
I,f.control,K,14.6,34.9,1.12142
I,f.control,N,16.2,45.1,1.0608
I,f.control,I,15.7,39.3,1.01553
I,f.control,A,15.5,36.5,0.98016
I,f.control,I,15.2,34.8,0.99094
I,f.control,P,16.7,48.9,1.04993
I,f.control,P,15.7,37.4,0.96643
I,f.control,N,14.4,30.3,1.01474
I,f.control,I,13.3,25.6,1.08814
I,f.control,D,12,16.3,0.94329
I,f.control,N,16,41.3,1.0083
I,f.control,A,16.3,44.6,1.02985
I,f.control,N,16.2,40.9,0.96201
I,f.control,O,15.6,39.1,1.02992
I,f.control,D,15.5,38.2,1.02581
I,f.control,P,14,26.1,0.95117
I,f.control,P,14.2,29.4,1.02679
I,f.control,G,12.3,18.1,0.97266
I,f.control,H,15.5,38.3,1.0285
I,f.control,L,18.6,63,0.97904
I,f.control,N,16,39.8,0.97168
I,f.control,H,16.8,50,1.05449
I,f.control,M,16.8,48.9,1.03129
I,f.control,A,15.3,33.8,0.94372
I,f.control,F,14.8,35,1.07965
I,f.control,C,14.2,31.6,1.10363
I,f.control,F,16.3,46.5,1.07372
I,f.control,M,15.1,33.5,0.973
I,f.control,O,15.8,42.9,1.08764
I,f.control,N,16.3,41.4,0.95596
I,f.control,N,15.4,35,0.95831
I,f.control,O,15,35.7,1.05778
I,f.control,E,16.3,43.7,1.00906
I,f.control,K,17.3,43.5,0.84014
I,f.control,J,16.6,49,1.0712
I,f.control,P,16.8,47.2,0.99544
I,f.control,H,17.1,53.7,1.07395
I,f.control,K,15.6,35.8,0.94299
I,f.control,F,12.9,24.7,1.15061
I,f.control,F,16,44.5,1.08643
I,f.control,M,17.4,53.9,1.02315
I,f.control,H,17.2,58.7,1.15359
I,f.control,P,15.4,36.9,1.01033
I,f.control,L,14.5,32.9,1.07918
I,f.control,D,15.8,38.2,0.96848
I,f.control,O,17.5,56.7,1.05796
I,f.control,I,15,35,1.03704
I,f.control,K,18,62,1.0631
I,f.control,K,16.9,52.9,1.09596
I,f.control,M,16.9,48.6,1.00688
I,f.control,F,16.3,47.2,1.08988
I,f.control,K,18.6,68.2,1.05985
I,f.control,E,14.3,29.9,1.0225
I,f.control,N,17.6,57.2,1.0492
I,f.control,C,15.7,41.7,1.07755
I,f.control,I,16,39.9,0.97412
I,f.control,G,15.5,36.2,0.97211
I,f.control,D,16,39.4,0.96191
I,f.control,A,17.4,52.6,0.99848
I,f.control,J,14.4,31.1,1.04153
I,f.control,C,16.3,45.8,1.05755
I,f.control,P,9.3,7.8,0.96972
