tank,treatment,family,length
F,flow,N,16.3
F,flow,N,18
F,flow,N,16
F,flow,N,16
F,flow,N,15.1
F,flow,N,17.7
F,flow,N,17.8
F,flow,N,15.4
F,flow,N,16.8
F,flow,N,17
F,flow,N,16.4
F,flow,N,16
F,flow,N,16.3
F,flow,N,15.5
F,flow,N,16.6
F,flow,N,16.8
F,flow,N,16.5
F,flow,N,16.1
H,flow,N,14.8
H,flow,N,16.6
H,flow,N,15.6
H,flow,N,16.3
H,flow,N,17.9
H,flow,N,16.6
H,flow,N,17.9
H,flow,N,18.1
H,flow,N,17.8
H,flow,N,15.8
H,flow,N,16.5
H,flow,N,15.5
H,flow,N,16.2
H,flow,N,16.1
H,flow,N,17
H,flow,N,16
H,flow,N,16.6
H,flow,N,17
H,flow,N,17.1
H,flow,N,16.7
H,flow,N,16.2
H,flow,N,16.8
H,flow,N,16.4
H,flow,N,16.2
H,flow,N,16.3
H,flow,N,15.8
H,flow,N,15.4
H,flow,N,16.3
H,flow,N,17.3
H,flow,N,14.9
H,flow,N,16.7
H,flow,N,16.5
H,flow,N,15.2
H,flow,N,16
I,f.control,N,16.3
I,f.control,N,16.8
I,f.control,N,16.2
I,f.control,N,16.6
I,f.control,N,16
I,f.control,N,17.6
I,f.control,N,16.8
I,f.control,N,16.6
I,f.control,N,16
I,f.control,N,17.3
I,f.control,N,14.6
I,f.control,N,15.7
I,f.control,N,16.6
I,f.control,N,15.3
I,f.control,N,16.5
I,f.control,N,17
I,f.control,N,15.8
I,f.control,N,15.9
I,f.control,N,16.6
I,f.control,N,15.9
I,f.control,N,13.9
I,f.control,N,15.9
I,f.control,N,16.2
I,f.control,N,14.4
I,f.control,N,16
I,f.control,N,16.2
I,f.control,N,16
I,f.control,N,16.3
I,f.control,N,15.4
I,f.control,N,17.6
A,flow,O,17.4
A,flow,O,15.1
A,flow,O,15.8
A,flow,O,16
A,flow,O,14.8
A,flow,O,16.3
A,flow,O,17.2
A,flow,O,15.4
A,flow,O,16.1
A,flow,O,15
A,flow,O,16.5
A,flow,O,16.9
A,flow,O,15.5
A,flow,O,15.9
A,flow,O,16.3
A,flow,O,17.1
A,flow,O,16.2
A,flow,O,16.7
A,flow,O,16.4
A,flow,O,17.2
A,flow,O,15.6
A,flow,O,16.2
A,flow,O,15.9
A,flow,O,17.1
A,flow,O,16.1
A,flow,O,15.4
A,flow,O,15.8
A,flow,O,15.1
A,flow,O,16.2
A,flow,O,15.8
A,flow,O,15.3
B,f.control,O,16.8
B,f.control,O,16
B,f.control,O,15.6
B,f.control,O,14.9
B,f.control,O,15.5
B,f.control,O,14.3
B,f.control,O,15.8
B,f.control,O,16.3
B,f.control,O,16.4
B,f.control,O,15.3
B,f.control,O,17
B,f.control,O,15.1
B,f.control,O,15.8
B,f.control,O,15.6
B,f.control,O,16.3
B,f.control,O,15.6
B,f.control,O,14.2
B,f.control,O,16
B,f.control,O,14.9
B,f.control,O,16.3
B,f.control,O,15.3
B,f.control,O,14.7
B,f.control,O,16.2
B,f.control,O,15.3
B,f.control,O,17
B,f.control,O,16.8
B,f.control,O,17.9
B,f.control,O,15.8
B,f.control,O,16.8
B,f.control,O,16
B,f.control,O,16.5
B,f.control,O,16.3
B,f.control,O,16.3
C,f.control,O,15.3
C,f.control,O,15.2
C,f.control,O,14.6
C,f.control,O,16.5
C,f.control,O,17.5
C,f.control,O,15.4
C,f.control,O,16.6
C,f.control,O,15.9
C,f.control,O,17.5
C,f.control,O,15.2
C,f.control,O,15.5
C,f.control,O,13.3
C,f.control,O,15.5
C,f.control,O,16.4
C,f.control,O,15.8
C,f.control,O,16.6
C,f.control,O,17
C,f.control,O,15
C,f.control,O,15.2
C,f.control,O,16.2
C,f.control,O,15.6
C,f.control,O,15
C,f.control,O,15.1
C,f.control,O,16
C,f.control,O,13.2
C,f.control,O,15.9
C,f.control,O,15.5
C,f.control,O,16.6
C,f.control,O,16.8
C,f.control,O,16.3
C,f.control,O,16.3
C,f.control,O,16
D,flow,O,16.1
D,flow,O,15.1
D,flow,O,14.6
D,flow,O,15.3
D,flow,O,16
D,flow,O,15.4
D,flow,O,15.1
D,flow,O,16.3
D,flow,O,16.5
D,flow,O,15.8
D,flow,O,16.1
D,flow,O,16.3
D,flow,O,16.8
D,flow,O,16.3
D,flow,O,17.4
D,flow,O,16.3
D,flow,O,16.6
D,flow,O,16.2
D,flow,O,15.7
D,flow,O,15.5
D,flow,O,16.3
D,flow,O,16.3
D,flow,O,16.6
D,flow,O,16.8
D,flow,O,15.9
D,flow,O,16.7
D,flow,O,14.7
D,flow,O,16.6
D,flow,O,14.8
D,flow,O,15.4
D,flow,O,17
D,flow,O,17.2
D,flow,O,16.7
E,f.control,O,14.8
E,f.control,O,14.4
E,f.control,O,16.1
E,f.control,O,14.6
E,f.control,O,15.8
E,f.control,O,16.3
E,f.control,O,15.8
E,f.control,O,13.6
E,f.control,O,14.5
E,f.control,O,15.2
E,f.control,O,14.4
E,f.control,O,14.4
E,f.control,O,15.2
E,f.control,O,14.9
E,f.control,O,15.8
E,f.control,O,14.6
E,f.control,O,14.8
E,f.control,O,15.5
E,f.control,O,16
E,f.control,O,15.2
E,f.control,O,15.3
E,f.control,O,15.3
E,f.control,O,15.6
E,f.control,O,16.9
E,f.control,O,14.4
E,f.control,O,14.3
E,f.control,O,15.7
E,f.control,O,15.2
E,f.control,O,14.5
E,f.control,O,14.8
F,flow,O,15.8
F,flow,O,16.4
F,flow,O,15.5
F,flow,O,15.6
F,flow,O,17.5
F,flow,O,15.3
F,flow,O,15.3
F,flow,O,15.2
F,flow,O,15.6
F,flow,O,16
F,flow,O,16.2
F,flow,O,15.5
F,flow,O,15.4
F,flow,O,15.3
F,flow,O,16
F,flow,O,14.1
F,flow,O,16.3
F,flow,O,15.3
F,flow,O,15.8
F,flow,O,15.1
F,flow,O,15.9
F,flow,O,15.4
F,flow,O,15.4
F,flow,O,14.5
F,flow,O,17.9
F,flow,O,17.4
F,flow,O,15.3
F,flow,O,16.1
F,flow,O,16.2
F,flow,O,15.9
F,flow,O,15.3
F,flow,O,15.4
F,flow,O,17.3
F,flow,O,16.6
F,flow,O,14
H,flow,O,15.2
H,flow,O,15.9
H,flow,O,17.4
H,flow,O,17.1
H,flow,O,15.7
H,flow,O,16.7
H,flow,O,15.9
H,flow,O,15.8
H,flow,O,15.5
H,flow,O,16.2
H,flow,O,15.8
H,flow,O,16.3
H,flow,O,17.1
H,flow,O,15
H,flow,O,17
H,flow,O,16.8
H,flow,O,16
H,flow,O,16.3
H,flow,O,15.6
H,flow,O,15.8
H,flow,O,15.2
H,flow,O,16.6
H,flow,O,16.8
H,flow,O,15.5
H,flow,O,14.9
H,flow,O,14.9
H,flow,O,14.8
H,flow,O,16.2
H,flow,O,15.7
H,flow,O,17.1
H,flow,O,16.3
H,flow,O,14.8
I,f.control,O,16.4
I,f.control,O,15.1
I,f.control,O,17.2
I,f.control,O,16.3
I,f.control,O,15.3
I,f.control,O,16.8
I,f.control,O,16.7
I,f.control,O,17.5
I,f.control,O,16.2
I,f.control,O,15.1
I,f.control,O,14.8
I,f.control,O,15.4
I,f.control,O,15.1
I,f.control,O,15.9
I,f.control,O,17.1
I,f.control,O,17.4
I,f.control,O,16.6
I,f.control,O,16.9
I,f.control,O,16.8
I,f.control,O,14.1
I,f.control,O,17
I,f.control,O,15.4
I,f.control,O,14.5
I,f.control,O,16.5
I,f.control,O,15.8
I,f.control,O,15.5
I,f.control,O,15.5
I,f.control,O,12.4
I,f.control,O,16.8
I,f.control,O,15.6
I,f.control,O,15.8
I,f.control,O,15
I,f.control,O,17.5
A,flow,P,16.4
A,flow,P,16
A,flow,P,15.2
A,flow,P,14.4
A,flow,P,15.4
A,flow,P,14
A,flow,P,14
A,flow,P,14.6
A,flow,P,17
A,flow,P,17.5
A,flow,P,16.1
A,flow,P,16
A,flow,P,15.9
A,flow,P,15.9
A,flow,P,15.5
A,flow,P,14.4
A,flow,P,16.1
A,flow,P,16.5
A,flow,P,15
A,flow,P,16
A,flow,P,16
A,flow,P,17.6
A,flow,P,13.2
A,flow,P,16.1
A,flow,P,14.9
A,flow,P,15.2
A,flow,P,15.5
A,flow,P,15.3
A,flow,P,15.5
A,flow,P,17.1
A,flow,P,15.5
A,flow,P,11.9
A,flow,P,18.2
A,flow,P,16.8
A,flow,P,12.6
A,flow,P,10.9
B,f.control,P,15.3
B,f.control,P,15.1
B,f.control,P,15.6
B,f.control,P,14.3
B,f.control,P,14.2
B,f.control,P,14.6
B,f.control,P,14.9
B,f.control,P,13.6
B,f.control,P,16.4
B,f.control,P,15.3
B,f.control,P,16.2
B,f.control,P,16.1
B,f.control,P,16
B,f.control,P,15.3
B,f.control,P,17.4
B,f.control,P,10
B,f.control,P,16.1
B,f.control,P,14.9
B,f.control,P,15.3
B,f.control,P,14.7
B,f.control,P,17.1
B,f.control,P,13.6
B,f.control,P,14.9
B,f.control,P,15.8
B,f.control,P,13.6
B,f.control,P,14.6
B,f.control,P,17.5
B,f.control,P,14.9
B,f.control,P,17.6
B,f.control,P,14.8
B,f.control,P,15.1
C,f.control,P,10.7
C,f.control,P,13.5
C,f.control,P,14.3
C,f.control,P,15.3
C,f.control,P,15
C,f.control,P,11.3
C,f.control,P,14.4
C,f.control,P,14.1
C,f.control,P,16
C,f.control,P,15.3
C,f.control,P,16.2
C,f.control,P,11.4
C,f.control,P,14.3
C,f.control,P,13.8
C,f.control,P,15.6
C,f.control,P,15.5
C,f.control,P,15.4
C,f.control,P,15.7
C,f.control,P,14.8
C,f.control,P,16
C,f.control,P,15.1
C,f.control,P,14.2
C,f.control,P,14.9
C,f.control,P,15.7
C,f.control,P,16
C,f.control,P,11.8
C,f.control,P,14
C,f.control,P,15.7
C,f.control,P,10.4
C,f.control,P,16.2
C,f.control,P,13
C,f.control,P,16
D,flow,P,14.7
D,flow,P,16.3
D,flow,P,15.8
D,flow,P,10.8
D,flow,P,15.4
D,flow,P,16
D,flow,P,14.3
D,flow,P,15.5
D,flow,P,17.6
D,flow,P,15.9
D,flow,P,16.2
D,flow,P,14.4
D,flow,P,15.1
D,flow,P,16.3
D,flow,P,10.1
D,flow,P,14.7
D,flow,P,15.1
D,flow,P,15.6
D,flow,P,15.4
D,flow,P,16.6
D,flow,P,16.6
D,flow,P,15
D,flow,P,14.1
D,flow,P,16.1
D,flow,P,16
D,flow,P,14.3
D,flow,P,14.8
D,flow,P,15.9
D,flow,P,14.1
D,flow,P,16.3
D,flow,P,16.1
D,flow,P,15.7
D,flow,P,15.3
D,flow,P,15.8
E,f.control,P,14.2
E,f.control,P,14.5
E,f.control,P,14.1
E,f.control,P,15.1
E,f.control,P,14.9
E,f.control,P,15.5
E,f.control,P,11.9
E,f.control,P,14.6
E,f.control,P,14.2
E,f.control,P,16.4
E,f.control,P,16.1
E,f.control,P,14
E,f.control,P,14.6
E,f.control,P,14.8
E,f.control,P,14.5
E,f.control,P,14.1
E,f.control,P,9.5
E,f.control,P,16.2
E,f.control,P,16
E,f.control,P,14
E,f.control,P,16
E,f.control,P,14.8
E,f.control,P,15.7
E,f.control,P,15.3
E,f.control,P,13.8
E,f.control,P,13.3
E,f.control,P,14
E,f.control,P,15.2
F,flow,P,13.5
F,flow,P,15.5
F,flow,P,14.9
F,flow,P,16.4
F,flow,P,17
F,flow,P,15.8
F,flow,P,15.6
F,flow,P,16.8
F,flow,P,14.7
F,flow,P,15.3
F,flow,P,14.6
F,flow,P,15.4
F,flow,P,15.4
F,flow,P,15.5
F,flow,P,15.2
F,flow,P,14.6
F,flow,P,18.2
F,flow,P,15
F,flow,P,14.6
F,flow,P,16.5
F,flow,P,15
F,flow,P,14.5
F,flow,P,17.3
F,flow,P,11.2
F,flow,P,14.8
F,flow,P,16.1
F,flow,P,15
F,flow,P,14.7
F,flow,P,17.5
F,flow,P,16.4
F,flow,P,14.9
H,flow,P,15.9
H,flow,P,17.2
H,flow,P,13.5
H,flow,P,15.8
H,flow,P,17.9
H,flow,P,15.5
H,flow,P,15.7
H,flow,P,15
H,flow,P,16.9
H,flow,P,16.5
H,flow,P,15
H,flow,P,15.4
H,flow,P,14.6
H,flow,P,16.1
H,flow,P,15.4
H,flow,P,14.4
H,flow,P,15.8
H,flow,P,15.9
H,flow,P,12.1
H,flow,P,16.9
H,flow,P,15.4
H,flow,P,16.8
H,flow,P,16
H,flow,P,13.6
H,flow,P,15.2
H,flow,P,14.4
H,flow,P,15.4
H,flow,P,15.4
H,flow,P,14.4
H,flow,P,17.4
H,flow,P,16.3
I,f.control,P,15
I,f.control,P,16
I,f.control,P,14.3
I,f.control,P,12.5
I,f.control,P,16.1
I,f.control,P,16.5
I,f.control,P,16
I,f.control,P,15
I,f.control,P,13.4
I,f.control,P,8.6
I,f.control,P,14.3
I,f.control,P,14.5
I,f.control,P,13.2
I,f.control,P,13.2
I,f.control,P,16.4
I,f.control,P,14.7
I,f.control,P,17.5
I,f.control,P,14.5
I,f.control,P,15.6
I,f.control,P,15.5
I,f.control,P,15.8
I,f.control,P,15
I,f.control,P,15.7
I,f.control,P,11.4
I,f.control,P,16.7
I,f.control,P,15.7
I,f.control,P,14
I,f.control,P,14.2
I,f.control,P,16.8
I,f.control,P,15.4
I,f.control,P,9.3
